client_id,first_name,last_name,address,email,phone_number,account_creation_date,account_status
f24391f3-ceaa-4c62-990b-98205e6ec3ba,Jacob,Hammond,"1999 Justin Streets Suite 975, Hillfurt, AK 78176",barbaragallegos@example.net,720.980.5262x550,2016-03-30,closed
cb23a774-d8ee-4c7c-8a50-7206124546de,Jeffrey,Zhang,"8710 Joseph Wall Apt. 293, Brandonview, UT 53107",timothy54@example.net,5799011806,2016-01-24,inactive
ffc1b416-001b-4dc3-b43f-3813f465f162,Corey,Roach,"694 Sherry Corner Apt. 786, Millerfort, NC 07673",griffithmary@example.org,+1-394-435-8249x159,2015-09-10,closed
2bb3cd42-c0e4-44bb-919e-d3b0bf795749,Alexander,Moreno,"83832 Howard Mountain, Jenniferview, MD 42104",travispace@example.com,359.519.5452,2023-06-05,closed
a412e533-b662-4f28-aabd-c18e5471d682,Daniel,Holmes,"33470 Alexis Way Suite 084, Lake Phyllis, MA 92806",yhowell@example.com,635-345-4860x25330,2015-06-17,closed
1d6739c7-bda0-42fe-b00a-b9ebb2a120d3,Steven,Davis,"83706 Wang Viaduct Apt. 255, Robinsonhaven, KS 70817",vgreen@example.net,3147139824,2024-12-25,suspended
7e83e45d-3e14-429b-9a4f-eb26fcea316a,Jade,Morrow,"13997 Alejandro Forge, East Jacob, OK 88228",annwilliams@example.net,434-865-1656,2021-10-02,inactive
09cebf61-f2ae-4c0b-a5a5-2dc38f0ef3bf,Cheryl,Johnson,"0695 Jeffrey Unions Apt. 171, Port Kristin, FM 20288",alan35@example.net,6363765900,2019-01-22,closed
0ced473b-e2c8-416f-9f34-346004f58e3b,Kevin,Garcia,"0189 Knight Lodge Suite 772, Smithton, NY 22606",seanharris@example.net,(875)625-9000,2024-01-10,inactive
79eb5a28-9c50-48d6-ac6f-611334a596d8,Dawn,Hicks,"556 West Falls Suite 924, Katherineport, MN 98340",chavezbrandon@example.com,300-446-2241,2019-07-07,closed
efe76ea8-72c9-42a5-ac1e-5c25a16528f8,Emily,Shelton,"878 Jesse Unions, North Rachel, MH 57200",zwilliams@example.org,(958)653-1783x0687,2020-02-24,closed
f288ac78-6705-4c9e-800c-82b3fe9b689f,Timothy,Lee,"04854 Valerie Street Suite 394, Wrightshire, DE 16277",jonesmichaela@example.org,585.614.9521,2019-10-14,inactive
248a2692-db24-48d9-b75a-764d9e7b014f,Nicholas,Dorsey,"2048 Bernard Wells Apt. 357, South Alexis, MO 86520",dennishernandez@example.org,+1-499-515-1493x4139,2019-07-07,inactive
a112d0c7-9209-4693-80e1-81f699064b16,Bethany,Jones,"USNV Stanley, FPO AA 95948",xwoodard@example.com,298-474-7582,2016-04-05,closed
661d6b9b-6cd4-4e10-a628-6c9190c7b90a,Margaret,Adams,"1786 Gutierrez Ports Apt. 179, Popeburgh, OH 29645",william74@example.org,737.428.6362,2020-06-23,inactive
1969afc3-5e2c-49d7-bcdb-1c30116d470d,Kelly,Davidson,"54094 Jared Rest Apt. 735, Lutzbury, KS 18672",jonespaul@example.com,+1-901-694-9546,2023-01-31,active
c97e6c9e-c1d9-495a-b0a5-47519bbf3590,Adam,Navarro,"8861 Suzanne Ridge, Parkschester, IL 13411",michellepacheco@example.net,312-610-4969x661,2023-12-26,closed
f0b167a8-48ef-4b0a-aba7-525d87845ad4,Sean,Wyatt,"Unit 6239 Box 6212, DPO AP 92476",masseyjanet@example.org,(692)854-3644,2017-03-29,closed
04307ee4-dc74-4ff6-9449-b085ebf9ad16,Jessica,Griffith,"41130 Brown Dale Apt. 757, East Victoria, AL 63715",carol88@example.net,649.493.0378x81327,2018-12-13,inactive
5aacb5eb-bbe5-4c7a-81c5-c5993914bf17,Charles,Wright,"4684 Jean Centers, Allenberg, HI 82411",matthew74@example.org,8159814227,2023-12-18,inactive
22ec2bc3-26e3-4138-9e68-1bc19e507b40,Kaitlyn,Moss,"801 Hall Burg, Stanleymouth, MO 85066",april37@example.org,(378)210-9927,2016-07-31,active
c200f75f-40f6-48b8-be7c-b72db62e9ae9,Brian,Phillips,"72424 Ashlee Prairie Apt. 297, East Christina, MS 27553",vwalker@example.org,(615)238-7838x277,2023-08-07,inactive
3cf81778-de3b-4ebb-bd07-9e667742c134,Regina,Hall,"32405 Aguilar Alley Suite 514, Wareberg, SD 78188",lbradley@example.org,443-874-4637,2017-05-19,inactive
08ae6755-7262-4d99-a08d-c93997436041,Mary,Patel,"3057 Eric Harbors Apt. 320, Benjaminborough, WV 75970",heatherbriggs@example.com,345.664.4901x921,2018-03-16,inactive
e130a5df-299e-4b96-97f1-3c4f1c42716d,Timothy,Clements,"Unit 7580 Box 4862, DPO AP 68916",jessica73@example.com,+1-915-933-7687x007,2023-11-15,active
ced71e9b-3edd-4ecb-b357-728f880b215a,Heather,Franklin,"819 Geoffrey Stream, Ericaview, KY 57397",emilyweeks@example.net,001-450-777-4508x78879,2024-02-03,active
630a5b82-c941-4548-9e3a-2c5b44c6e2a2,Kimberly,Gardner,"502 Phelps Crest, New Henry, VA 42953",james92@example.com,+1-798-781-8733x7598,2017-05-01,closed
463a805e-7e6e-4351-8532-75c37b71a5e0,Juan,Evans,"1934 Gutierrez Isle Suite 295, Lake Jeremyview, OR 47066",davisvickie@example.org,611.956.5929,2023-01-08,active
736e32c5-97c5-4653-9fbd-c538fad7e6f0,Brittany,James,"USCGC Rivas, FPO AP 70953",xwilliams@example.net,+1-756-320-9689x279,2017-10-12,suspended
763e2748-8d00-4f1f-ae0a-18accbbce4ed,Erica,Frank,"7525 James Locks Apt. 104, Port Christopherbury, IL 44809",harrisonjames@example.net,5913022830,2017-12-25,active
4dce9280-460c-4c63-8204-ee998c9901ec,Deborah,Watson,"06051 Donna Dam Suite 261, Raymondport, WA 84686",denisebullock@example.org,6175130740,2021-02-28,closed
4d85dffb-8d6f-4eeb-a7d4-d8d81b6803ae,Catherine,Mckenzie,"Unit 9228 Box 7832, DPO AA 18136",imccoy@example.net,+1-624-464-9969x82235,2024-03-28,suspended
dc6b8d96-44ad-4c88-9ab1-6f1dfa2f99cb,Ashley,Cole,"898 Jessica Circles Suite 720, Montoyamouth, AZ 30600",martindavid@example.com,(252)791-5719x487,2017-02-26,suspended
c5693c67-0cb7-4eb4-9dd2-de21646ae565,Amanda,Fisher,"5846 Erin Freeway Apt. 765, Lisashire, MP 79074",smithhayden@example.com,885-847-1701,2023-08-23,inactive
26f25137-247e-4e7d-9193-216ae6490d27,Ryan,Warren,"145 Hampton Extensions Apt. 854, Smithland, WA 82505",lmerritt@example.net,807-279-7499x5551,2017-01-04,suspended
430b538b-9850-4851-956f-1655ca8f7472,Ashley,Miller,"10636 Woods Drive, New Katherine, PA 47271",herreralisa@example.org,001-397-963-6053x2670,2019-08-16,active
8abffe48-8878-4ce3-a0cf-34ff08fb8b5a,Nicole,Hernandez,"412 Rosales Mountain Apt. 412, East Madelinechester, MD 29689",collinsallison@example.org,+1-610-250-4502x177,2017-04-16,suspended
120769c8-1a64-4d07-bca7-b6f5e77d7629,James,Walter,"81164 Vicki Mountains, Lake Nancy, NC 92883",rodriguezmarie@example.org,629.579.4233x479,2018-03-06,inactive
a381117a-4bf8-4fe7-88a7-6874cba11ff6,Bethany,Chavez,"5428 Taylor Wells Suite 350, North Tracy, HI 81827",jennifer85@example.org,+1-801-294-9653x828,2020-03-27,inactive
c4814668-edd8-4dc4-b633-c23230c26cd9,Brian,Ho,"97829 Thompson Hills, Port Thomas, OK 05360",mariasnyder@example.net,001-696-410-8052,2021-12-12,suspended
28243597-57a9-4729-9730-e5a528797c35,Brandon,Nichols,"2960 Brown Terrace, East James, IN 14312",wrightstephen@example.org,(489)629-4585x6814,2021-07-17,closed
5b5b5d7a-325c-48b8-bbb5-4b98cf10f2d8,Melissa,Carter,"7832 Michael Fields, South Phillipport, IN 37772",donnaortiz@example.net,001-483-856-3002x442,2022-07-30,closed
40eb9ec9-5768-44bd-891d-66d898325f16,Todd,Kim,"03083 Garza Pine Suite 041, Derrickfort, TX 63946",ericksonashley@example.net,281.948.1850x27366,2017-12-16,inactive
3790714b-1566-4a73-b2fb-72625ff13f44,Spencer,Leonard,"24017 Pena Stream Suite 045, Chapmanmouth, SC 35436",michael89@example.com,+1-523-220-5165x556,2015-08-17,suspended
21b617b2-c959-4615-be6d-d2fa9fa31f62,Hannah,Gibson,"754 Peterson Greens Apt. 000, New Laura, KS 71338",qgonzales@example.org,378.938.8225x6197,2018-11-27,active
d6ddbffc-7cc5-45e4-9f9e-e368ca6bd42b,Rachel,Wilson,"Unit 7149 Box 9889, DPO AP 07717",brownelizabeth@example.net,(855)409-6707,2016-02-25,suspended
aac49b8c-027f-410b-a8f2-1328fdd72654,Matthew,Wells,"06007 Archer Common, Stephanietown, IA 32713",mallorygilbert@example.net,364.679.1495x183,2022-02-08,closed
d8c564fa-7e37-41dd-a51f-fcd2a4e361d1,Kara,Williams,"79560 Joyce Falls, Hollyville, HI 63874",craig64@example.com,001-836-286-5590x45956,2021-09-14,suspended
8a1749f0-445e-46bd-a530-47b26af43408,Holly,Reed,"33221 Stevenson Lock Apt. 733, New James, NC 51606",diane49@example.com,+1-283-380-0485x638,2020-08-15,inactive
3fa7752d-9071-458f-9c2d-69d833cad2b2,Jonathan,Patrick,"869 Hansen Village, West Erica, RI 42835",jessica90@example.com,911.979.6645,2022-09-03,active
316b1d3a-c1e4-4bbe-a6f2-672aaaba7f25,Robert,Trevino,"78314 Sanchez Streets Suite 283, North Kathrynside, CO 01965",phillipsnancy@example.net,925.347.1451x30954,2017-10-25,active
5a10e046-d7cd-4444-8ed2-8c8bec8f19c9,Marvin,Chang,"938 Derek Grove, Karenborough, MN 42695",hcarlson@example.net,001-557-303-6096x7919,2019-07-12,closed
2f8cd2f8-ff10-468c-8406-b5ebf8ec7562,Ryan,Kirk,"2808 Jeffery Shores Apt. 540, Tatestad, AR 49119",taylorjacqueline@example.net,+1-894-689-3589x9689,2019-02-22,closed
4f0e09fe-b658-45be-8500-a6aef6f693d9,Andrew,Hickman,"514 Sullivan Lock Apt. 267, Michaelside, NC 65002",william74@example.net,715.361.1990,2024-09-15,suspended
8146af82-f137-4217-a3a1-be429c22a6a7,Robert,Schmidt,"Unit 2900 Box 7511, DPO AP 75033",crystal07@example.com,962.994.6149x3447,2018-01-02,inactive
2a496a12-eddd-4cdc-a5d2-01d6ad0211c4,Tracy,Miller,"Unit 3281 Box 1158, DPO AA 83687",meganbarnes@example.com,(801)508-9495x55432,2022-02-10,closed
98ac7b1b-e39b-44dc-8a26-416c27dc26b0,Amanda,Ware,"68191 Christina Extensions, Jasonmouth, AR 85576",kelly46@example.com,3505259341,2021-01-03,active
ed1d5d4d-abe0-48cc-92bc-d7b12735e94a,Alejandro,Reynolds,"285 Michele Curve, Lake Luke, GA 17914",david36@example.org,+1-742-264-1611x62316,2023-12-12,closed
fd3d2f5c-0a53-4021-9cc8-ada758613094,Melanie,Weber,"9661 Miller Radial Apt. 922, Mejiaburgh, AL 15524",david62@example.net,+1-207-358-1266x7189,2024-11-14,suspended
98db1871-99cb-4e5b-b5ac-64dc8d619c36,Jeffrey,Hernandez,"8547 Jennifer Glens, South Terriburgh, DC 19132",rodriguezleah@example.net,+1-714-688-4901,2020-04-02,closed
ce886189-ff81-4926-b4a4-eb29e63c2c2f,David,Rodriguez,"PSC 5829, Box 8363, APO AP 77771",vazquezgerald@example.com,429-430-5226x850,2022-01-08,closed
fc77b226-5c55-4440-8fec-5b84ba122efb,Kristen,Anderson,"7996 Latasha Valley Suite 277, South Frankton, CO 28238",alisonsmith@example.org,6649398604,2017-11-08,closed
5e152e05-a8b1-4edd-8b9e-bb50f0702aea,Johnny,Roth,"USNV Sharp, FPO AE 02368",braundawn@example.com,(732)428-7973,2024-05-11,active
dfa01fa6-3d50-4ea6-9632-d7c8d4e4bdf9,Kenneth,Hill,"058 Rodriguez Stream Apt. 075, Brendashire, OK 26695",cadams@example.com,857.251.8256x5780,2017-08-27,active
41ca76c5-ad3e-4880-b7f3-f74557011bdc,Sandra,Diaz,"76932 Hawkins Shoal Suite 642, Jasonberg, AR 30753",bethfrench@example.org,001-780-238-6329x146,2018-10-21,suspended
92d4d82e-f160-4e74-a081-9021fa9b0e2e,David,Anderson,"7402 Gilbert Oval Apt. 353, Kevinchester, VI 99165",icrawford@example.net,(201)421-2486x972,2015-05-30,inactive
0497207c-9ae1-497f-8307-8333d0eeb083,Danielle,Matthews,"PSC 6002, Box 6318, APO AP 64774",huntkeith@example.org,463.720.0296,2019-06-03,closed
39084fe6-9f8d-4fc3-9525-b441354e959c,Joshua,Price,"749 Thomas Summit Apt. 708, Kimmouth, MP 05517",christopher17@example.org,752-694-4292x7128,2016-02-28,closed
29e6a12f-a56d-4ad1-9909-43daed23b5f4,Benjamin,Gonzalez,"5563 Hogan Rapid, New James, WA 46374",isaiahmartinez@example.com,+1-694-770-8580,2020-06-19,suspended
b39476ac-5387-49cc-adc4-5cf84230fb28,Dylan,Mann,"486 Michael Ramp, Simonchester, PW 15692",ahawkins@example.org,594.394.9620x0151,2018-05-20,inactive
9d92f46b-ba64-4e96-80c5-7368b2c1bdbb,Stacy,Fry,"059 Rebecca Plain Apt. 336, Jonathanfort, CA 58873",xcompton@example.net,910.310.4280,2023-10-15,active
b1f35da8-bd59-4165-a8af-5c4562e18562,Elaine,Gillespie,"0726 Lee Gateway Suite 340, West Megan, NE 20085",yhall@example.net,+1-952-606-7941x836,2017-10-23,suspended
230450af-ea58-4c7e-985e-85cac3673e77,Scott,Norris,"390 Christina Vista, Nicoleburgh, WI 68097",andrewmonroe@example.com,(527)876-7296,2022-07-24,closed
548aeea0-0e5b-4a46-aa73-6dc2b5eeba51,Lori,Murray,"62361 Robertson Ports Apt. 051, Ashleyton, MN 60859",jill54@example.com,001-782-305-9758x5835,2019-03-08,active
75f7b8ec-bdc0-47da-ae00-0c884bd419ca,Thomas,Peterson,"95465 Walsh Estate, West Stacyfurt, NE 39250",floresshane@example.com,001-215-899-2672x3014,2019-08-27,active
4189443e-4142-4c79-aced-fe3dcf050338,Zachary,Green,"USNS Grimes, FPO AA 18659",paulcrawford@example.net,894-801-1683,2023-07-02,closed
e054f530-78c1-47af-a957-ea885ead8fb4,Daniel,Jackson,"663 Christine Crossing, Josetown, SD 68760",millermichael@example.net,(353)415-2797,2024-12-19,active
47434de5-2744-43a5-8caa-8896dc722d9f,Jessica,Beck,"38214 Brown Grove Apt. 928, Lake Jimmouth, OH 22888",brandon08@example.net,477-574-2988,2017-12-20,inactive
f4b4075d-c3b0-497b-b386-c301a4189916,Glen,Miller,"5033 Turner Brook Apt. 164, New Caitlinshire, VT 89145",brucejohn@example.org,(895)717-0351x1292,2017-10-13,active
d39ca161-cf3d-424a-9899-a8f12ce124f4,Brittany,Valenzuela,"2768 Luna Fall Apt. 609, Christineborough, VT 60181",brownabigail@example.net,947-710-9488,2021-07-01,closed
1f59b270-4097-4902-8eb4-0031687b2094,Donald,Thornton,"88770 Christopher Roads, North Ashley, CA 65726",uyoung@example.org,001-270-297-3214x92918,2018-07-22,closed
e28ddb7e-8399-4615-bd25-0f340a4f6194,Bradley,Phillips,"512 Houston Inlet Suite 762, Johnsonport, NV 40854",qrobinson@example.com,473.658.2372x034,2023-09-22,inactive
b6bf416a-aa11-40d8-a217-7bfe4725fcc9,Jason,Oconnell,"17897 Clark Stravenue Apt. 734, Shannonborough, WV 26011",garciaolivia@example.org,(660)460-1958x32629,2019-10-06,closed
9cfd39ac-b99e-4743-a8a4-39ab9994d1dc,Carolyn,Farley,"209 Morales Harbor Apt. 864, Port Hollymouth, ND 97453",nsloan@example.com,+1-655-349-6952,2024-02-17,suspended
ebcd331a-19dd-4a29-b9fc-51b5e2e105a4,Eric,Roberts,"0051 Pope Course, Lake Edwardton, PA 49406",franciscoharvey@example.com,+1-738-393-9164,2022-07-14,active
00e4f9af-778a-4b64-9d09-a325317c6e32,Angel,Lawson,"089 Savannah Springs Apt. 464, Morganberg, AR 28326",james39@example.com,774-821-0816x5393,2024-05-27,inactive
7a58c602-9ca5-479d-8e80-9fbbc1baee59,Andrea,Scott,"40795 Russell Centers Suite 145, Smithmouth, NY 10034",kgrant@example.org,756.529.4099,2023-08-02,closed
4bd2df5f-2835-45ed-9b0c-a3d5797ec50e,Christina,Vasquez,"0240 Rocha Junctions, North Karachester, PR 79899",laurawhite@example.org,357-458-0216,2021-07-28,suspended
86e34af5-be5f-4d10-af13-ef06866331f1,Sheila,Warner,"251 Grant Hills, Ericton, WV 08898",sarahhopkins@example.net,8776126676,2017-11-17,inactive
cbc2d0a7-ee7c-4296-9d11-26c4b96edc2d,Robert,Gomez,"USCGC Weaver, FPO AA 11244",allenclark@example.com,743.685.2906,2017-01-01,inactive
61ea8ee5-4f20-42ea-86cc-6d5be5b75fe4,Cynthia,Taylor,"PSC 5104, Box 2143, APO AE 58584",kyle79@example.net,001-207-552-8494x16826,2015-10-14,active
92ea790d-7545-49ee-8aac-5348fed7bc41,Paige,Mills,"164 Nathaniel Manors Suite 946, South Johnchester, IA 27366",robert86@example.com,(593)692-3288x8043,2023-06-16,closed
b1240162-9003-4742-9977-2bee9465a1a4,Tiffany,Flores,"4736 Christopher Summit, Guerreroview, IL 96118",jamesmartinez@example.org,706.699.5203x6709,2023-07-24,active
0cdbc880-70c9-46a3-80c7-d9a8487206e4,Scott,Lopez,"USCGC Holland, FPO AP 96645",morriskendra@example.org,557-788-9831x5606,2021-11-06,inactive
8cbc33b3-baf3-4e97-95e7-35fcef376958,Matthew,Thornton,"51450 Tina Shoals Suite 175, Lake Duaneview, MH 62465",desireeray@example.com,+1-251-669-8135x436,2017-06-17,suspended
3f2a3a46-39f3-4018-a875-c6dd197791b2,Marie,Nunez,"350 Shari Turnpike, South Katherinechester, HI 78426",charlesgutierrez@example.com,+1-938-953-6586x97513,2017-05-14,suspended
7278798b-e8d9-4d6a-9844-4fcf15bd04af,Adam,Lopez,"2333 Smith Centers, West Pamelaland, VI 92629",hatfieldchad@example.org,925-408-8246,2024-07-15,suspended
d3b48531-5fbf-4944-a5f5-4c80972d67e9,Courtney,Stafford,"88095 Blackwell Courts, East Alicia, AL 29790",dodom@example.org,(230)938-8656,2021-04-23,suspended
3ca5fa85-ca8f-435f-818f-9e781e0abd90,Lonnie,Edwards,"897 Bowers Turnpike, South Kellyhaven, WV 74977",ncox@example.net,577-934-3240x42380,2023-11-05,inactive
30b1d1d0-ad8c-4d50-81b9-edc3369e6295,Christine,Mueller,"Unit 9353 Box 3925, DPO AA 11343",wilsonpatricia@example.net,001-248-389-9581x931,2020-05-20,active
4140caf6-2585-4dbe-ac7b-40f5996325bf,Jennifer,Garcia,"976 Soto Hill Suite 679, Lake Lisafort, OH 33847",umendez@example.org,(822)935-2354x86260,2022-09-21,suspended
61f14be8-6c10-4e45-a7b3-b1aad09358b1,Justin,Martinez,"3155 Evan Crest Apt. 304, Jessebury, TX 31540",tbeck@example.com,683-379-9485,2024-08-23,inactive
0706b29d-59d3-44d5-a3cb-620f187edbaf,Steven,Clark,"Unit 9887 Box 2627, DPO AA 85932",gabrielgonzalez@example.net,664.353.8774,2019-03-07,inactive
c67d3857-63e8-42e2-94fc-d85d1bfe4776,Jorge,Sanchez,"553 Harris Dale Suite 311, North Kristy, MD 98590",renee25@example.org,(351)897-5692x378,2019-01-21,inactive
dfbece0a-4826-4bf0-9140-b7deb0e4099b,Christina,Brown,"68173 Patrick Trace, Port Williamstad, NV 77265",gary51@example.com,+1-929-960-3725x3491,2020-12-14,inactive
98d25e44-3ca8-43d9-a693-0e7078005379,Mark,Huang,"PSC 1245, Box 4366, APO AA 05752",shelleygarrison@example.org,+1-747-920-2008x29902,2020-04-01,inactive
0019583b-a432-4066-8084-233c68338f4a,Robert,Hampton,"036 Robinson Haven, Jenniferville, NM 83620",ghunt@example.com,946.366.1442,2016-05-15,inactive
5e71112a-b235-4850-8dfa-264db222b3ed,Ebony,Mccoy,"420 Martha Mission Suite 288, Rebekahland, MA 99083",wgardner@example.com,(243)820-8528,2018-12-07,inactive
386f4735-a5b8-42ff-a940-220821e63c17,Carl,Rivera,"454 Paul Roads Suite 733, Lake Melindabury, HI 04347",ggarrett@example.org,629.988.1258x00272,2019-03-22,closed
d7bfc7f5-f083-4895-98d7-09cb4a1b9a13,Kathy,Brooks,"3470 Thompson Squares Suite 316, Brownside, MN 36845",derek35@example.org,001-932-692-1354x32652,2017-01-31,closed
de8d352b-96a1-4c8e-bc03-19a70aa6ff1f,Elizabeth,Spencer,"19897 Sheryl Station Suite 345, Prestonstad, AL 10179",tcoffey@example.com,001-216-325-8429x70975,2022-01-19,inactive
92da5ecd-51b6-41f9-aae6-71ab69f67812,Kimberly,Gallagher,"USNV Chen, FPO AE 02748",williamsmakayla@example.org,+1-552-382-1403x337,2021-06-01,closed
7872f5e3-093b-47cb-9c83-9009083c7228,Mary,Anderson,"Unit 3404 Box 8485, DPO AA 34722",thomasalex@example.net,976-466-3316x2098,2017-03-07,inactive
d33861fa-0b82-4b5b-8916-2cfdedd0ae2f,Erik,Walsh,"7271 Wolf Ramp, East Sean, HI 91022",isabella38@example.org,001-568-542-4675x85659,2017-09-12,suspended
bf66bd28-2a6a-490d-bd87-a7b15dd0124a,Linda,Murphy,"0962 Jenkins Ports, Lindaland, MP 86039",jwilliams@example.net,368.988.3369x117,2023-05-15,closed
5188aed9-54b3-470e-8579-e1cadaf78a13,Kelly,Cordova,"65015 Romero Forge, Matthewside, UT 34196",daniel00@example.com,887-498-5941x2726,2016-08-07,inactive
fb8e6aa8-0bae-4e49-8ae9-d4cfdb4b30a1,Christopher,Morton,"153 Hudson Meadow Suite 571, Bellberg, NC 65995",welchlarry@example.org,770.963.4611,2018-12-29,inactive
375da416-bfdc-4670-9648-3ae1ec7db282,Jacob,Howard,"50142 Eric Park, New Adam, FM 88381",jimarmstrong@example.com,392.636.1536x9535,2018-11-04,suspended
bb3a0144-2630-4be8-81fb-bb0024da7ccc,Andrew,Turner,"43442 Amy Trail Apt. 825, Lake Colleen, OH 30202",christopher31@example.com,390.353.6782,2022-04-04,closed
64d33d5a-c7d9-468b-97fc-5497ba5864d3,Chloe,Henry,"1040 Ronald Club, New Marcia, AZ 35070",sholmes@example.net,001-484-780-0330x833,2021-04-23,active
45e00c3a-bcd1-4d4e-88f5-120e0b9ca4c3,Kyle,Watkins,"4265 Pacheco Hills Apt. 506, Thomasberg, VI 26042",ojimenez@example.com,637-753-0079x1599,2018-02-06,active
9ff9177a-c9b1-4a92-9df1-b2589eef732a,Nicole,Davis,"7955 Gonzales Passage, Valeriestad, NC 07081",samuelpadilla@example.net,(735)770-7196x292,2015-11-22,active
b17690ae-cbe3-4b52-9dd7-be1200f495ef,Bobby,Phillips,"0061 Craig Landing Apt. 615, Richardside, NC 49091",brodriguez@example.org,6757331570,2018-08-18,closed
68e03705-521e-48f2-bc80-dbd506f52548,Zachary,Davis,"17734 Cynthia Wells, Lake Amberfurt, TN 67916",madisonconley@example.com,(894)539-9432x73847,2017-08-20,suspended
1dd47e57-c387-44fb-933a-86900d43187f,Jennifer,Brown,"4601 Natasha Mountains Apt. 309, Frenchmouth, LA 92131",brittanyjackson@example.org,(908)854-3724,2020-08-10,active
a66910a5-587e-42a5-b4df-c4e3b952dab1,Jessica,Perez,"Unit 4883 Box 7381, DPO AE 74323",jefferyandrews@example.com,246.932.1805x30757,2016-08-30,closed
37c364fa-3426-4e17-b9e3-c0e5b2fce42a,Xavier,Powell,"0148 Angela Roads, Erikton, VT 83676",william25@example.org,(463)837-9391x588,2018-05-25,suspended
7d10b5e7-a38b-4e3b-a165-cc90dfe66d6c,Monica,Davenport,"757 Ross Stream, South Daisy, NJ 52381",tammyashley@example.org,(467)538-4729x286,2023-05-13,inactive
4459a164-82c2-4255-9b98-6261dbfd6a71,Christopher,Murphy,"83613 Cook Road Apt. 621, East Scotthaven, DC 95364",archerbrandi@example.net,+1-367-916-4733,2024-07-22,inactive
3955f683-e115-48d4-b17e-9767b2e0322a,Alisha,Reese,"9595 Miller Key Apt. 651, South Shane, NJ 86182",andrew73@example.com,001-599-352-7584x065,2018-08-24,suspended
466a5cee-a4ce-40ee-8abd-82efe269f8b2,Tracy,Davis,"1790 Gomez Glens, Jonesstad, MS 82338",bowersjose@example.org,+1-890-551-9878,2024-01-27,closed
cac7bc7b-73b3-4449-a890-78d61b8322a0,Teresa,Cox,"371 Sarah View, Jenniferstad, MH 53022",zlewis@example.com,290-956-6103,2017-07-14,inactive
3f7cc6b4-f789-4d26-9869-dea3e4b91c52,Angel,Martin,"88631 Brian Station, Williamchester, KS 95209",mariamartinez@example.net,+1-450-500-3139x945,2022-06-25,active
4bc8ee0f-8c00-45cb-b22c-4059a3a3323f,Bryan,Jacobs,"8139 Guzman Shore, Port Timothy, NY 44591",steeleashley@example.net,001-608-845-4719x999,2018-02-09,inactive
2b1d65a1-7e15-49f4-b89b-bfa26bb00dac,Crystal,Valencia,"958 Richard Skyway Apt. 678, North Arthurtown, PA 38482",zcampos@example.org,606.547.7723x6111,2017-11-20,closed
f783a8df-f56d-4fd1-909d-766d87bff538,Kevin,Olson,"4952 Turner Island, South Christopherchester, OR 17318",williamsdanielle@example.com,450-377-3487x04091,2016-11-04,closed
3224ed36-b955-41b7-8ca5-66f11af479f2,Lance,Parker,"7075 Vega Route, Jefferystad, WI 27399",joseph46@example.com,+1-761-879-8481x24240,2019-12-14,closed
b08c0a25-0f4e-45b2-a711-e87bbd94a59f,Corey,Harmon,"30857 Joshua Coves, Meyerberg, AZ 34899",amberwarren@example.com,304.697.8486,2023-12-22,inactive
5d7613ef-2031-401d-b009-99e230858df6,Carl,Martinez,"10119 Sarah Via, West Ronaldburgh, OH 27845",johnowens@example.com,001-445-540-2711x766,2020-04-12,suspended
69c2d7d3-99a9-4e5e-9392-cd7383b8b45a,Brittney,Scott,"118 Ralph Glens Apt. 831, Marcchester, WY 71375",brent90@example.com,686-901-3944x074,2021-12-08,inactive
4b532d0e-3ba9-4e28-aee8-1272ebfaf514,Roger,Tyler,"57134 Nicholas Ford Apt. 331, New Michaelchester, AS 77281",cameronbrown@example.com,388.471.3437,2024-07-11,closed
1a48fc8f-3dfd-4272-9f8d-5ed1cfac466a,Daniel,Frye,"953 Bryan Vista Suite 045, Charlesville, AL 08528",jacksonkristen@example.com,981.602.4976x09409,2018-06-03,suspended
8fd59693-0419-47b0-9fbc-da6d7cde2e31,Kevin,Porter,"11769 Scott Square, Lake Autumnside, WI 08155",katrina72@example.org,842-475-7782x70004,2021-08-03,suspended
6a8595d4-fe01-40d2-9437-5ad2d99a4650,Makayla,Lowe,"PSC 6585, Box 1819, APO AE 19636",danielanthony@example.net,+1-423-713-0597x3653,2024-09-17,active
2c472b9e-be5a-4193-b688-06b1515f75e0,Eric,Jordan,"557 Kenneth Estates, New Corychester, ID 72249",jimenezteresa@example.com,(937)687-2543x859,2021-02-23,suspended
3ac01eca-330a-4490-a163-641ddb98e685,Natalie,Mckay,"24030 Caleb Pines, West Christineborough, AK 27328",cfox@example.net,+1-450-446-2007,2020-10-01,suspended
fbff1924-89de-4117-82d9-5e89d109e1dc,Brandon,Jones,"49162 Steven Ports Suite 192, Port Caitlinland, PW 37072",fishermelody@example.org,+1-431-761-0100x0030,2020-03-29,closed
acaa5369-6d7c-407b-bab7-dd20eb469839,Rhonda,Ross,"02345 Watts Extension, Rodriguezfort, VT 25557",kimberly57@example.net,451-658-2023,2016-04-03,closed
0e588258-077c-439a-b380-0833ba4a871e,Connie,Martinez,"1655 James Fields, New Kent, OR 54347",lmay@example.net,001-570-813-6652x32420,2019-05-08,closed
